task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
130	79/4e7eb7	ff6b3f3f-ecfe-4d8b-98ec-30bfb8854ead	run_method (dimensionality_reduction:densmap_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems-python-extras)	COMPLETED	0	2022-05-14 19:59:03.754	2m 50s	1m 32s	61.7%	1.3 GB	9.7 GB	658.1 MB	11.4 MB
134	92/a89303	4f29bef6-5b9c-4ee6-8ad7-589cbd4c3123	run_method (dimensionality_reduction:pca_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 19:59:03.943	2m 50s	19.7s	95.8%	1.1 GB	3.7 GB	633 MB	11 MB
120	e5/1f9eb5	c1f695c5-765c-4a36-aeaf-2f3cc2b90141	run_method (dimensionality_reduction:densmap_pca_logCPM_1kHVG-tenx_5k_pbmc:openproblems-python-extras)	COMPLETED	0	2022-05-14 19:58:54.637	3m 19s	2m 38s	99.3%	771.2 MB	10.2 GB	207.2 MB	14.9 MB
129	b7/8cf9eb	8ba698c9-c648-492a-809e-db80670c82bf	run_method (dimensionality_reduction:tsne_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems-python-extras)	COMPLETED	0	2022-05-14 19:59:03.795	3m 10s	41.3s	339.7%	1.1 GB	3 GB	633.6 MB	11 MB
92	b6/40c4f2	169ef784-3f1a-4bda-a2e3-c71f6837ffd5	load_dataset (batch_integration_graph:pancreas_batch:openproblems)	FAILED	137	2022-05-14 19:56:14.927	6m 9s	5m 59s	-	-	-	-	-
118	34/8a253b	2383ae60-2efd-4548-ac5c-40a0c40a5eca	run_method (dimensionality_reduction:densmap_logCPM_1kHVG-tenx_5k_pbmc:openproblems-python-extras)	COMPLETED	0	2022-05-14 19:58:54.510	3m 29s	2m 50s	89.7%	813.8 MB	9.9 GB	207.1 MB	14.1 MB
132	17/dece15	8a8a3b61-fe7f-44dc-86d2-3e14b3e9e6b4	run_method (dimensionality_reduction:densmap_pca_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems-python-extras)	COMPLETED	0	2022-05-14 19:59:03.934	3m 20s	1m 15s	78.9%	1.3 GB	10.4 GB	658.1 MB	11.8 MB
135	79/c08d72	6b34a662-1206-4f96-bfdc-dd737cf02edc	run_method (dimensionality_reduction:phate_default-olsson_2016_mouse_blood:openproblems-python-extras)	COMPLETED	0	2022-05-14 19:59:04.037	3m 49s	18.2s	281.8%	1.4 GB	3.4 GB	636 MB	890.9 MB
137	ef/f7e054	47e8df36-71bb-42c2-8c7a-fd9a00c8ccb3	run_method (dimensionality_reduction:umap_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 19:59:04.146	3m 49s	45.2s	110.4%	1.1 GB	6.5 GB	635.4 MB	11.8 MB
116	6b/190fc6	8f06b71a-ff93-42f1-a053-3736c8b59691	run_method (dimensionality_reduction:phate_logCPM_1kHVG-tenx_5k_pbmc:openproblems-python-extras)	COMPLETED	0	2022-05-14 19:58:54.478	4m 9s	3m 28s	754.5%	806.8 MB	12.2 GB	184.8 MB	11.6 MB
94	83/6e23a2	67d76971-9a2f-4679-87e5-6f4cba4357c9	load_dataset (multimodal_data_integration:citeseq_cbmc:openproblems)	COMPLETED	0	2022-05-14 19:57:34.477	5m 39s	5m 15s	98.8%	1.2 GB	3.7 GB	54.3 MB	368.9 MB
112	50/d3ee17	261010ec-606c-4d81-9176-0dc926921e18	run_method (multimodal_data_integration:harmonic_alignment_sqrt_cpm-scicar_cell_lines:openproblems-python-extras)	COMPLETED	0	2022-05-14 19:58:53.604	4m 20s	1m 8s	130.1%	900.7 MB	1.5 GB	200.3 MB	230.2 MB
142	ab/4a4185	1b14ddac-5d7a-49a7-a9cd-74a7c88ee94f	run_metric (denoising:poisson-magic-pbmc:openproblems-python-extras)	COMPLETED	0	2022-05-14 19:59:04.324	4m 9s	41.4s	29.0%	915.4 MB	8 GB	547.2 MB	42.3 KB
114	32/01e83c	471d9657-5734-4cce-926d-4b90ef1c573d	run_method (multimodal_data_integration:mnn_log_cpm-scicar_cell_lines:openproblems-r-extras)	COMPLETED	0	2022-05-14 19:58:53.724	4m 30s	1m 55s	89.5%	1.9 GB	2.8 GB	242.7 MB	297.4 MB
144	bf/afede8	ab126137-7a33-44a7-aa54-ce25f7328dbb	run_method (label_projection:majority_vote-zebrafish_labels:openproblems)	COMPLETED	0	2022-05-14 19:59:04.362	4m 20s	38.6s	27.9%	1 GB	3.5 GB	795.8 MB	757.5 MB
96	ab/81781b	a5817c4f-037d-4d1c-bbc9-acbebe7bd744	load_dataset (label_projection:pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 19:57:44.258	5m 50s	5m 31s	-	-	-	-	-
141	30/8797a9	aead44d6-804a-4571-8808-6fff36561fbf	run_metric (denoising:mse-magic-pbmc:openproblems)	COMPLETED	0	2022-05-14 19:59:04.368	4m 29s	12.2s	67.5%	879 MB	3.4 GB	539.8 MB	42.3 KB
215	18/0de509	2bf06fb3-42c6-4a89-be95-bf89d43b0d0f	run_metric (multimodal_data_integration:mse-procrustes-scicar_cell_lines:openproblems)	COMPLETED	0	2022-05-14 20:01:03.803	2m 31s	12.2s	66.7%	485.5 MB	3 GB	262.1 MB	42.3 KB
119	44/3a6606	2469b07f-0e80-478c-86f9-4d31e61fa73d	run_method (dimensionality_reduction:neuralee_default-tenx_5k_pbmc:openproblems-python-extras)	FAILED	137	2022-05-14 19:58:54.674	4m 59s	4m 40s	-	-	-	-	-
107	b7/5838b4	1d492aa6-7a51-439d-a6c2-f259d41e50a6	load_dataset (label_projection:pancreas_random:openproblems)	FAILED	137	2022-05-14 19:57:54.751	6m 9s	5m 50s	-	-	-	-	-
238	05/8f7ad6	cc4ddbe4-9105-4e72-8a75-50329e35e889	run_metric (dimensionality_reduction:trustworthiness-umap_logCPM_1kHVG-tenx_5k_pbmc:openproblems)	COMPLETED	0	2022-05-14 20:01:53.905	2m 10s	17.3s	67.7%	577.5 MB	3.1 GB	52.8 MB	42.3 KB
244	10/b55a15	9db4fb0c-7b82-4f0f-9646-35b3286dcf0c	run_metric (dimensionality_reduction:qglobal-densmap_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:54.222	2m 10s	21.7s	74.5%	305.2 MB	3.1 GB	50.3 MB	285.9 KB
229	31/33d9e1	38f9c756-2df9-44f4-8f87-af4e6a808d0e	run_metric (dimensionality_reduction:trustworthiness-phate_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:44.289	2m 29s	32.6s	28.0%	244.2 MB	3 GB	48.7 MB	42.3 KB
95	cb/e74657	33cb8f82-91af-4fa3-aedf-f4089b88a60c	load_dataset (label_projection:pancreas_batch:openproblems)	FAILED	137	2022-05-14 19:57:44.147	6m 39s	6m 20s	-	-	-	-	-
220	90/679401	f10a2b5c-18b6-4551-b4fe-6b14cd2a7b3f	run_metric (dimensionality_reduction:trustworthiness-tsne_logCPM_1kHVG-tenx_5k_pbmc:openproblems)	COMPLETED	0	2022-05-14 20:01:44.023	2m 40s	38.7s	36.6%	398.6 MB	3.1 GB	50.9 MB	42.3 KB
226	2e/5ed33b	3cc5715a-c926-4e06-a49f-62b61e696671	run_metric (dimensionality_reduction:qglobal-phate_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:44.213	2m 40s	42.5s	39.1%	307.5 MB	3.1 GB	50.3 MB	350.3 KB
227	14/db6ef3	f8e43530-f2cd-4ea2-a539-100a9c8bf1bc	run_metric (dimensionality_reduction:qlocal-phate_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:44.255	2m 40s	43s	42.4%	307.6 MB	3.1 GB	50.3 MB	350.3 KB
228	83/167783	2d132ba5-2de6-460a-848d-535f80b12685	run_metric (dimensionality_reduction:qnn_auc-phate_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:44.396	2m 40s	43.8s	43.1%	302.3 MB	3.1 GB	50.3 MB	350.3 KB
231	87/7ce37e	6406e8ce-a5dc-48c3-9c28-f814646051dd	run_metric (dimensionality_reduction:qnn-phate_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:44.454	2m 40s	44.3s	40.0%	300.7 MB	3.1 GB	50.3 MB	350.4 KB
233	6e/1a40c5	4cdfb02b-a9ca-49bc-9779-185c37e42ef8	run_metric (dimensionality_reduction:lcmc-phate_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:44.554	2m 40s	43s	39.3%	308.2 MB	3.1 GB	50.3 MB	350.3 KB
234	52/3f962c	c351208e-9614-4198-8c1d-1eaa52fa0fde	run_metric (dimensionality_reduction:continuity-phate_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:44.572	2m 41s	41.4s	44.2%	312.5 MB	3.1 GB	50.3 MB	350.4 KB
245	53/8d0a89	8c53a287-38a3-4274-9d49-50ba305cbfba	run_metric (dimensionality_reduction:qlocal-densmap_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:54.161	2m 31s	12s	96.2%	298.9 MB	1.1 GB	50.3 MB	285.9 KB
247	6a/c5897d	8ef39b86-39db-46d3-8704-86225392762f	run_metric (dimensionality_reduction:trustworthiness-densmap_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:54.208	2m 31s	12.9s	66.3%	247.5 MB	3 GB	48.7 MB	42.3 KB
246	01/7d93e0	a5eee3f6-c20f-4e4d-9f02-41bdf311879a	run_metric (dimensionality_reduction:qnn_auc-densmap_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:54.230	2m 39s	19.8s	80.8%	295.1 MB	3.1 GB	50.3 MB	285.9 KB
136	5f/f27b2e	766f471e-0534-46e8-90c7-59c34cf420d0	run_method (dimensionality_reduction:scvis_logCM_1kHVG-olsson_2016_mouse_blood:openproblems-python36)	COMPLETED	0	2022-05-14 19:59:04.092	5m 39s	2m 8s	85.2%	1.1 GB	13.4 GB	642.3 MB	10.6 MB
164	7b/093a6e	a5d371be-73ce-4089-87ef-a202deda53c0	run_metric (denoising:mse-magic_approx-pbmc:openproblems)	COMPLETED	0	2022-05-14 19:59:13.511	5m 40s	59.9s	14.1%	238.8 MB	3 GB	539.8 MB	42.3 KB
177	b6/3e2fd8	5c0a44d9-76dc-4dfb-8f0d-3343b36c7f1d	run_method (dimensionality_reduction:pca_logCPM_1kHVG-human_blood_nestorowa2016:openproblems)	COMPLETED	0	2022-05-14 19:59:34.296	5m 19s	52.1s	42.8%	1.2 GB	4 GB	685.2 MB	30.5 MB
251	01/a1753a	78dd8060-835c-4e80-9c52-770ed1d11db8	run_metric (dimensionality_reduction:lcmc-densmap_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:54.407	3m	13.9s	73.6%	290.4 MB	1.1 GB	50.3 MB	285.9 KB
254	59/6fdd22	09fc2959-3639-4215-af36-2391206a843f	run_metric (dimensionality_reduction:qlocal-pca_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:54.492	3m	14.1s	72.4%	290.9 MB	1.1 GB	50.7 MB	285.9 KB
256	6c/533493	454841aa-aa08-4e88-8cf2-7c273aa19f0b	run_metric (dimensionality_reduction:trustworthiness-pca_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:54.557	3m	13.7s	63.5%	239.1 MB	3 GB	49.1 MB	42.3 KB
170	e6/831f87	69efdb8f-224e-41a2-a5c8-f94267c3b237	run_method (multimodal_data_integration:procrustes-scicar_mouse_kidney:openproblems)	COMPLETED	0	2022-05-14 19:59:33.965	5m 29s	1m 11s	333.7%	934.8 MB	4 GB	263.2 MB	317.4 MB
209	9e/a8895c	29fd0ed3-e585-40cf-bab7-3df945748d02	run_metric (dimensionality_reduction:trustworthiness-pca_logCPM_1kHVG-tenx_5k_pbmc:openproblems)	COMPLETED	0	2022-05-14 20:00:21.003	4m 42s	1m 6s	19.4%	351 MB	3 GB	50.9 MB	42.3 KB
223	fd/24c452	36297047-487a-4325-9210-803cd4ba3f52	run_metric (dimensionality_reduction:rmse-tsne_logCPM_1kHVG-tenx_5k_pbmc:openproblems)	COMPLETED	0	2022-05-14 20:01:44.076	3m 19s	1m 20s	589.5%	736.8 MB	3.9 GB	50.9 MB	42.3 KB
232	84/f8a9b8	65721ecf-81b2-4bea-a74d-05e2cb98f49e	run_metric (dimensionality_reduction:rmse-phate_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:44.551	3m 19s	1m 22s	590.1%	267 MB	3.4 GB	48.7 MB	42.3 KB
249	bc/df3599	9c4844ba-d1b8-4201-92cb-53751f0e132f	run_metric (dimensionality_reduction:qnn-densmap_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:54.269	3m 10s	18.4s	84.4%	301 MB	3.1 GB	50.3 MB	285.9 KB
252	4b/1034b3	9cee80f3-51ea-411c-8e39-bae264320259	run_metric (dimensionality_reduction:continuity-densmap_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:54.409	3m 10s	20.6s	78.3%	293.2 MB	3.1 GB	50.3 MB	285.9 KB
253	23/bd1dc5	7cdccbe6-db93-412a-9889-60ee0af93641	run_metric (dimensionality_reduction:qglobal-pca_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:54.503	3m 10s	21s	75.5%	293.1 MB	3.1 GB	50.7 MB	285.9 KB
255	23/961fc3	b919d50e-fe22-48e7-91f7-436cedcbeaf1	run_metric (dimensionality_reduction:qnn_auc-pca_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:54.552	3m 10s	20.8s	74.1%	293.9 MB	3.1 GB	50.7 MB	285.9 KB
258	d9/b206ef	a4742e8d-eabb-4a4e-bbf8-83211e85729a	run_metric (dimensionality_reduction:qnn-pca_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:54.679	3m 10s	21s	73.5%	292.6 MB	3.1 GB	50.7 MB	285.9 KB
125	0a/e1f63a	2171a963-7d46-4ce2-994f-3c89e6df647c	run_method (dimensionality_reduction:phate_default-tenx_5k_pbmc:openproblems-python-extras)	COMPLETED	0	2022-05-14 19:58:54.919	6m 18s	4m 55s	685.5%	788.8 MB	12.3 GB	183.9 MB	215.2 MB
131	54/13bf87	44ccb27e-760a-4008-b750-2efe241a7699	run_method (dimensionality_reduction:neuralee_default-olsson_2016_mouse_blood:openproblems-python-extras)	FAILED	137	2022-05-14 19:59:03.787	6m 10s	3m 50s	-	-	-	-	-
148	f6/d9e13d	1ceb2d63-20ec-429a-8ee7-ec7bdecd4542	run_method (label_projection:random_labels-zebrafish_labels:openproblems)	COMPLETED	0	2022-05-14 19:59:04.636	6m 9s	1m 20s	12.2%	1 GB	3.5 GB	795.8 MB	757.5 MB
156	25/a38be4	a31fa387-f33c-4b9c-9e8a-b9ff3fd4b897	run_method (label_projection:majority_vote-zebrafish_random:openproblems)	COMPLETED	0	2022-05-14 19:59:05.029	6m 9s	1m 21s	12.1%	1 GB	3.5 GB	795.8 MB	757.5 MB
160	5d/f4cebb	e1458509-caf2-40ee-9667-baea3470d617	run_method (label_projection:random_labels-zebrafish_random:openproblems)	COMPLETED	0	2022-05-14 19:59:05.245	6m 18s	1m 26s	12.5%	1 GB	3.5 GB	795.8 MB	757.5 MB
185	13/7b2757	34ee2c8e-9ba0-4392-8ae3-3b2e42e2c2ed	run_method (label_projection:majority_vote-cengen_random:openproblems)	COMPLETED	0	2022-05-14 19:59:34.580	5m 50s	1m 25s	12.3%	996.2 MB	3.5 GB	758.4 MB	720 MB
197	76/caffb7	74c220ea-1dc6-4f2b-baa1-2b9e4e03d320	run_method (label_projection:majority_vote-cengen_batch:openproblems)	COMPLETED	0	2022-05-14 19:59:35.107	5m 49s	1m 16s	16.2%	995.8 MB	3.5 GB	758.4 MB	720 MB
201	5b/517e78	e35da2da-0159-40dc-a1fa-126aa4b7916a	run_method (label_projection:random_labels-cengen_batch:openproblems)	COMPLETED	0	2022-05-14 19:59:35.278	5m 49s	1m 15s	14.9%	996.7 MB	3.5 GB	758.4 MB	720.1 MB
260	1c/fdf9df	be9a9b9e-5f39-4573-8fd1-99f770d8d4f1	run_metric (dimensionality_reduction:lcmc-pca_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:54.755	3m 30s	14.9s	71.6%	282.7 MB	1.1 GB	50.7 MB	285.9 KB
261	45/b12b68	dada7e87-2aa1-4aef-8624-9bf762ec9693	run_metric (dimensionality_reduction:continuity-pca_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:54.780	3m 30s	11.7s	95.0%	303.6 MB	1.1 GB	50.7 MB	285.9 KB
265	fe/b96f58	0860f38e-41e5-4c16-b965-d496fb013644	run_metric (dimensionality_reduction:trustworthiness-densmap_pca_logCPM_1kHVG-tenx_5k_pbmc:openproblems)	COMPLETED	0	2022-05-14 20:02:14.359	3m 11s	13s	67.1%	387.3 MB	1.2 GB	50.9 MB	42.3 KB
140	3b/bdf878	cfc23dcd-651f-498a-9a80-193000aa16fa	run_method (label_projection:logistic_regression_log_cpm-zebrafish_labels:openproblems)	COMPLETED	0	2022-05-14 19:59:04.267	6m 29s	2m 52s	368.2%	1.8 GB	5 GB	795.8 MB	1.1 GB
189	49/f5a3d6	22f5e33d-af72-40b7-8b9a-0b9c4b5292ca	run_method (label_projection:random_labels-cengen_random:openproblems)	COMPLETED	0	2022-05-14 19:59:34.788	5m 59s	1m 14s	17.7%	996.4 MB	3.5 GB	758.4 MB	720.1 MB
216	33/3ec7c1	2056dc1c-1d6f-4ea5-bcca-7ad720bed2b5	run_metric (multimodal_data_integration:knn_auc-procrustes-scicar_cell_lines:openproblems)	COMPLETED	0	2022-05-14 20:01:03.924	4m 30s	1m 38s	249.8%	829.5 MB	22.4 GB	262.1 MB	71.7 KB
295	3e/d1c06f	c11fc274-f423-4ebd-aa1f-28c78d135249	run_metric (dimensionality_reduction:qnn-densmap_pca_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:02:24.685	3m 9s	18.2s	82.1%	301.3 MB	3.1 GB	50.7 MB	285.9 KB
126	9a/eeb1cc	4dbeffbd-b62a-4655-8a25-277bbfb441f4	run_method (dimensionality_reduction:scvis_logCM_1kHVG-tenx_5k_pbmc:openproblems-python36)	COMPLETED	0	2022-05-14 19:58:54.928	6m 48s	4m 21s	115.9%	803.5 MB	13.1 GB	192 MB	11.5 MB
180	58/0fbf90	f02efb58-9a42-4b82-8486-810cc4ff1b54	run_method (dimensionality_reduction:umap_logCPM_1kHVG-human_blood_nestorowa2016:openproblems)	COMPLETED	0	2022-05-14 19:59:34.449	6m 9s	1m 35s	67.9%	1.2 GB	6.6 GB	687.6 MB	32 MB
212	24/6eec6b	a68ac4d6-5286-4755-b80b-39ab71e83f9f	run_metric (dimensionality_reduction:rmse-pca_logCPM_1kHVG-tenx_5k_pbmc:openproblems)	COMPLETED	0	2022-05-14 20:00:23.457	5m 20s	1m 42s	454.8%	369.1 MB	3.5 GB	50.9 MB	42.3 KB
230	e7/4e651b	379c2b51-b312-4ea1-81a1-19e0be87243d	run_metric (dimensionality_reduction:density_preservation-phate_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems-python-extras)	COMPLETED	0	2022-05-14 20:01:44.414	3m 59s	1m 31s	95.7%	591.2 MB	11.9 GB	74.1 MB	2 MB
241	eb/cb319f	52999c3b-96ae-4ad0-94e7-4ebd893bf4a6	run_metric (dimensionality_reduction:rmse-umap_logCPM_1kHVG-tenx_5k_pbmc:openproblems)	COMPLETED	0	2022-05-14 20:01:54.010	3m 50s	1m 33s	373.2%	876.3 MB	4 GB	52.8 MB	42.3 KB
248	0d/5ac04b	25584f3c-f0b3-4f01-932c-a1ce0f39c8cd	run_metric (dimensionality_reduction:density_preservation-densmap_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems-python-extras)	COMPLETED	0	2022-05-14 20:01:54.327	3m 50s	1m 3s	89.2%	594 MB	3.6 GB	74.1 MB	2 MB
259	6c/5548df	996ed754-464d-45c1-87a7-7d0613ffcada	run_metric (dimensionality_reduction:rmse-pca_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:54.726	3m 49s	55.8s	1017.3%	267 MB	3.4 GB	49.1 MB	42.3 KB
271	98/72d924	4fd1336e-578f-4218-8ab9-6347fb0ee2a7	run_metric (dimensionality_reduction:qglobal-tsne_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:02:14.702	3m 30s	24.5s	67.4%	297 MB	3.1 GB	50.7 MB	285.9 KB
290	28/402ce9	7617826a-d767-4108-acbf-dd0c46564bf4	run_metric (dimensionality_reduction:qglobal-densmap_pca_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:02:24.360	3m 29s	18.4s	90.5%	302.1 MB	3.1 GB	50.7 MB	285.9 KB
165	0e/45f078	3c3aedac-8997-4589-ae78-78d51d20bf8e	run_metric (denoising:poisson-magic_approx-pbmc:openproblems-python-extras)	COMPLETED	0	2022-05-14 19:59:13.630	6m 50s	1m 23s	15.8%	1.3 GB	8.4 GB	547.2 MB	42.3 KB
250	c0/09396b	28eff167-c393-489a-9491-a3bccd5dc566	run_metric (dimensionality_reduction:rmse-densmap_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:01:54.408	4m 9s	1m 25s	421.8%	265.5 MB	3.4 GB	48.7 MB	42.3 KB
345	d4/707673	19e2c649-1b2b-4f70-bedf-27e929715c74	run_metric (dimensionality_reduction:trustworthiness-scvis_logCM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:04:44.035	1m 20s	11.3s	79.1%	273.8 MB	3.1 GB	48.7 MB	42.3 KB
354	38/93f079	a0217944-8b89-4dd8-894a-0fb480945bd1	run_metric (dimensionality_reduction:trustworthiness-pca_logCPM_1kHVG-human_blood_nestorowa2016:openproblems)	COMPLETED	0	2022-05-14 20:04:53.876	1m 10s	9.9s	76.6%	332.9 MB	1.2 GB	68.6 MB	42.3 KB
97	01/4c7dec	5d737f53-4a66-4e2c-8d53-aba87dad96c5	load_dataset (label_projection:tabula_muris_senis_lung_random:openproblems)	FAILED	137	2022-05-14 19:57:44.348	8m 29s	8m 10s	-	-	-	-	-
239	7c/a75e58	86300a29-1cb6-482a-8e21-75527b942b96	run_metric (dimensionality_reduction:density_preservation-umap_logCPM_1kHVG-tenx_5k_pbmc:openproblems-python-extras)	COMPLETED	0	2022-05-14 20:01:53.934	4m 20s	2m 34s	102.6%	826.3 MB	12.4 GB	78 MB	2 MB
257	d5/6201f8	3ee34efa-898a-4f4d-877e-b66bd18937ac	run_metric (dimensionality_reduction:density_preservation-pca_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems-python-extras)	COMPLETED	0	2022-05-14 20:01:54.637	4m 19s	1m 32s	93.3%	595.6 MB	11.9 GB	74.5 MB	2 MB
287	7f/af4eb4	4c192130-5259-4220-87fb-e511e41a7cff	run_metric (dimensionality_reduction:rmse-densmap_logCPM_1kHVG-tenx_5k_pbmc:openproblems)	COMPLETED	0	2022-05-14 20:02:24.321	3m 50s	1m 2s	747.1%	342 MB	3.5 GB	49.5 MB	42.3 KB
296	3a/60345a	d2beb3ec-13aa-4d10-8411-0ebbd96ab4ad	run_metric (dimensionality_reduction:rmse-densmap_pca_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:02:24.657	3m 49s	57.4s	841.4%	266.5 MB	3.4 GB	49.1 MB	42.3 KB
343	03/d27023	277bb599-f9a3-40b0-b644-9c8dc6d8c923	run_metric (dimensionality_reduction:qlocal-scvis_logCM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:04:44.118	1m 30s	20.1s	82.0%	295.7 MB	3.1 GB	50.3 MB	285.9 KB
347	ba/c4265f	5a2673d3-670e-4b9a-b51f-5b0fc5942361	run_metric (dimensionality_reduction:qnn-scvis_logCM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:04:44.192	1m 30s	16.7s	90.4%	305.3 MB	3.1 GB	50.3 MB	285.9 KB
348	48/8960f8	172f86a7-974c-499f-a583-ed34eefdf542	run_metric (dimensionality_reduction:rmse-scvis_logCM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:04:44.248	1m 30s	25.5s	197.3%	264.7 MB	1.2 GB	48.7 MB	42.3 KB
350	cb/d8a832	1980ea24-394f-4612-8115-80a504817ec9	run_metric (dimensionality_reduction:continuity-scvis_logCM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:04:44.288	1m 30s	17.2s	74.6%	302.3 MB	1.1 GB	50.3 MB	285.9 KB
349	09/754ebe	478cdaa7-cbc3-4bce-bfcd-8cdd6a94933c	run_metric (dimensionality_reduction:lcmc-scvis_logCM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:04:44.395	1m 30s	16.4s	90.3%	289.4 MB	3.1 GB	50.3 MB	285.9 KB
357	6f/ab4e04	e9a411ec-f24d-44ec-9cb1-9685c3adb595	run_metric (dimensionality_reduction:rmse-pca_logCPM_1kHVG-human_blood_nestorowa2016:openproblems)	COMPLETED	0	2022-05-14 20:04:53.967	1m 21s	26.3s	205.5%	441.6 MB	1.3 GB	68.6 MB	42.3 KB
221	26/2bc12f	d3390115-8d77-42dc-ab1b-8bf86165505b	run_metric (dimensionality_reduction:density_preservation-tsne_logCPM_1kHVG-tenx_5k_pbmc:openproblems-python-extras)	COMPLETED	0	2022-05-14 20:01:43.924	4m 39s	2m 13s	113.8%	825.1 MB	12.4 GB	76.2 MB	2 MB
274	68/4f9fe4	c276f1f3-6af4-4ada-9012-748c7608fbed	run_metric (dimensionality_reduction:trustworthiness-tsne_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:02:14.951	4m 9s	31.4s	32.8%	246.4 MB	3 GB	49.1 MB	42.3 KB
293	8f/6ea762	f3141663-affb-4857-9481-03495318efe2	run_metric (dimensionality_reduction:trustworthiness-densmap_pca_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:02:24.539	3m 59s	30.8s	27.3%	272.8 MB	3.1 GB	49.1 MB	42.3 KB
273	73/36bc56	33e7d507-6c7e-41c9-8897-7d012d3ff43e	run_metric (dimensionality_reduction:qnn_auc-tsne_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:02:14.816	4m 19s	38.3s	41.9%	297.5 MB	3.1 GB	50.7 MB	285.9 KB
