gene,alias
LPAL2,LPAL2
TNKS2,ARTD6
TNKS2,PARP-5b
TNKS2,PARP-5c
TNKS2,PARP5B
TNKS2,PARP5C
TNKS2,TANK2
TNKS2,TNKL
TNKS2,pART6
TNKS2,TNKS2
RNF39,FAP216
RNF39,HZF
RNF39,HZFW
RNF39,LIRF
RNF39,RNF39
PDCD1LG2,B7DC
PDCD1LG2,Btdc
PDCD1LG2,CD273
PDCD1LG2,PD-L2
PDCD1LG2,PDCD1L2
PDCD1LG2,PDL2
PDCD1LG2,bA574F11.2
PDCD1LG2,PDCD1LG2
CD276,4Ig-B7-H3
CD276,B7-H3
CD276,B7H3
CD276,B7RP-2
CD276,CD276
UBXN6,UBXD1
UBXN6,UBXDC2
UBXN6,UBXN6
AKR1D1P1,AKR1D1P
AKR1D1P1,SRD5BP1
AKR1D1P1,AKR1D1P1
SLC19A3,BBGD
SLC19A3,THMD2
SLC19A3,THTR2
SLC19A3,thTr-2
SLC19A3,SLC19A3
TSGA10,CEP4L
TSGA10,CT79
TSGA10,SPGF26
TSGA10,TSGA10
AKNA,AKNA
ESX1,ESX1L
ESX1,ESXR1
ESX1,ESX1
MTIF2P1,MTIF2P1
PBX4,PBX4
SLC35G2,TMEM22
SLC35G2,SLC35G2
ACAD10,ACAD10
SRCIN1,P140
SRCIN1,SNIP
SRCIN1,SRCIN1
IQCN,KIAA1683
IQCN,IQCN
TTYH3,TTYH3
ARHGAP39,CrGAP
ARHGAP39,Vilse
ARHGAP39,ARHGAP39
THSD7B,THSD7B
SLC44A4,C6orf29
SLC44A4,CTL4
SLC44A4,DFNA72
SLC44A4,NG22
SLC44A4,TPPT
SLC44A4,hTPPT1
SLC44A4,SLC44A4
VWA7,C6orf27
VWA7,G7c
VWA7,NG37
VWA7,VWA7
MPIG6B,C6orf25
MPIG6B,G6b
MPIG6B,G6b-B
MPIG6B,NG31
MPIG6B,THAMY
MPIG6B,MPIG6B
LY6G6C,C6orf24
LY6G6C,G6c
LY6G6C,NG24
LY6G6C,LY6G6C
LY6G5C,C6orf20
LY6G5C,G5C
LY6G5C,LY6G5CA
LY6G5C,LY6G5CB
LY6G5C,NG33
LY6G5C,LY6G5C
PRR3,CAT56
PRR3,PRR3
THUMPD2,C2orf8
THUMPD2,THUMPD2
TSEN2,PCH2B
TSEN2,SEN2
TSEN2,SEN2L
TSEN2,TSEN2
AARSD1,AlaXp
AARSD1,AARSD1
TMEM121,TMEM121A
TMEM121,hole
TMEM121,TMEM121
PRR7,PRR7
KHDC1,C6orf147
KHDC1,C6orf148
KHDC1,Em:AC019205.8
KHDC1,KHDC1L
KHDC1,NDG1
KHDC1,bA257K9.4
KHDC1,KHDC1
ITIH5,ITI-HC5
ITIH5,PP14776
ITIH5,ITIH5
NDFIP1,N4WBP5
NDFIP1,NDFIP1
SPX,C12orf39
SPX,SPX
THAP7,THAP7
STARD5,STARD5
MMDFS,MMDFS
HMNJ,MNDJ
HMNJ,HMNJ
CTRCT25,CCPSO
CTRCT25,CCSSO
CTRCT25,CTRCT25
MCOPCB2,MOPCB2
MCOPCB2,MCOPCB2
CPTP,GLTPD1
CPTP,CPTP
LIMD2,LIMD2
TMEM177,TMEM177
B9D2,ICIS-1
B9D2,JBTS34
B9D2,MKS10
B9D2,MKSR-2
B9D2,MKSR2
B9D2,B9D2
CYB5B,CYB5-M
CYB5B,CYPB5M
CYB5B,OMB5
CYB5B,CYB5B
ZNF34,KOX32
ZNF34,ZNF34
COL18A1,GLCC
COL18A1,KNO
COL18A1,KNO1
COL18A1,KS
COL18A1,COL18A1
INTS5,INT5
INTS5,KIAA1698
INTS5,INTS5
CMIP,TCMIP
CMIP,CMIP
ASXL3,BRPS
ASXL3,KIAA1713
ASXL3,ASXL3
CEP44,KIAA1712
CEP44,PS1TP3
CEP44,CEP44
ZNF436,ZNF
ZNF436,Zfp46
ZNF436,ZNF436
EEPD1,HSPC107
EEPD1,EEPD1
DDHD1,PA-PLA1
DDHD1,PAPLA1
DDHD1,SPG28
DDHD1,iPLA1alpha
DDHD1,DDHD1
BHLHB9,GASP3
BHLHB9,p60TRP
BHLHB9,BHLHB9
DUSP16,MKP-7
DUSP16,MKP7
DUSP16,DUSP16
ZFP91,DMS-8
ZFP91,DSM-8
ZFP91,DSM8
ZFP91,FKSG11
ZFP91,PZF
ZFP91,ZFP-91
ZFP91,ZNF757
ZFP91,ZFP91
APOL6,APOL-VI
APOL6,APOLVI
APOL6,APOL6
APOL5,APOL-V
APOL5,APOLV
APOL5,APOL5
APOL4,APOL-IV
APOL4,APOLIV
APOL4,APOL4
APOL3,APOLIII
APOL3,CG121
APOL3,CG12_1
APOL3,apoL-III
APOL3,APOL3
TAS1R2,GPR71
TAS1R2,T1R2
TAS1R2,TR2
TAS1R2,TAS1R2
TAS1R1,GM148
TAS1R1,GPR70
TAS1R1,T1R1
TAS1R1,TR1
TAS1R1,TAS1R1
SH3BP5L,SH3BP5L
GRIP2,GRIP2
KDM7A,JHDM1D
KDM7A,KDM7A
SETD7,KMT7
SETD7,SET7
SETD7,SET7/9
SETD7,SET9
SETD7,SETD7
LNPK,KIAA1715
LNPK,LNP
LNPK,LNP1
LNPK,NEDEHCC
LNPK,Ul
LNPK,ulnaless
LNPK,LNPK
ZNRD1ASP,C6orf12
ZNRD1ASP,HCG8
ZNRD1ASP,HCGVIII
ZNRD1ASP,HCGVIII-1
ZNRD1ASP,HTEX4
ZNRD1ASP,NCRNA00171
ZNRD1ASP,TCTEX4
ZNRD1ASP,ZNRD1-AS
ZNRD1ASP,ZNRD1-AS1
ZNRD1ASP,ZNRD1AS
ZNRD1ASP,ZNRD1AS1
ZNRD1ASP,ZNRD1ASP
PRRT1,C6orf31
PRRT1,DSPD1
PRRT1,IFITMD7
PRRT1,NG5
PRRT1,SynDIG4
PRRT1,PRRT1
EGFL8,C6orf8
EGFL8,NG3
EGFL8,EGFL8
HCG4B,HCG4P6
HCG4B,HCGIV-06
HCG4B,HCGIV-6
HCG4B,HCGIV.5
HCG4B,bCX67J3.3
HCG4B,bPG309N1.1
HCG4B,bQB90C11.3
HCG4B,HCG4B
DKBI,DKBI
ANMA,ANMA
ILKAP,ILKAP2
ILKAP,ILKAP3
ILKAP,PP2C-DELTA
ILKAP,PP2CD
ILKAP,PPM1O
ILKAP,ILKAP
NPL,C112
NPL,C1orf13
NPL,"NAL"
NPL,NPL1
NPL,NPL
TMPRSS5,SPINESIN
TMPRSS5,TMPRSS5
GJA9,CX58
GJA9,CX59
GJA9,GJA10
GJA9,GJA9
TUBB1,TUBB1
WNT5B,WNT5B
ZBP1,C20orf183
ZBP1,DAI
ZBP1,DLM-1
ZBP1,DLM1
ZBP1,ZBP1
SLC2A10,ATORS
SLC2A10,ATS
SLC2A10,GLUT10
SLC2A10,SLC2A10
KCNH6,ERG-2
KCNH6,ERG2
KCNH6,HERG2
KCNH6,Kv11.2
KCNH6,hERG-2
KCNH6,KCNH6
SLC25A32,GLYB
SLC25A32,MFT
SLC25A32,MFTC
SLC25A32,RREI
SLC25A32,SLC25A32
COLEC12,CLP1
COLEC12,NSR2
COLEC12,SCARA4
COLEC12,SRCL
COLEC12,COLEC12
CLPTM1L,CRR9
CLPTM1L,CLPTM1L
OR5BJ1P,OST740
OR5BJ1P,OR5BJ1P
OR5AC2,HSA1
OR5AC2,OR5AC2
OR11H1,OR11H12
OR11H1,OR22-1
OR11H1,OR11H1
OR5BH1P,OR5BH2P
OR5BH1P,OR5BH1P
OR5AW1P,OR5AW1P
OR4W1P,OR4W1P
OR4K12P,OR21-2
OR4K12P,OR4K12P
OR4K11P,OR21-1
OR4K11P,OR4K11P
OR7A18P,OR7A18P
OR1AB1P,OR1AB1P
OR4F17,OR4F11P
OR4F17,OR4F18
OR4F17,OR4F19
OR4F17,OR4F5
OR4F17,OR4F17
OR4Q1P,OR4Q1P
OR11K1P,OR11K1P
OR11J2P,OR11J2P
OR11J1P,OR11J1P
OR11H3P,OR11H3P
OR7K1P,OR7K1P
OR7E106P,OR14-NP2
OR7E106P,OR7E34P
OR7E106P,OR7E40P
OR7E106P,OST011
OR7E106P,OST215
OR7E106P,OR7E106P
OR7E105P,OR14-NP1
OR7E105P,OR7E105P
OR4K16P,OR14-24
OR4K16P,OR4K16P
OR4K15,OR14-20
OR4K15,OR4K15Q
OR4K15,OR4K15
OR7E111P,OR7E111P
OR7E104P,OR7E104P
OR7E101P,OR7E101P
OR9R1P,OR9R1P
OR9M1P,OR5BG1P
OR9M1P,OR9M1P
OR9I3P,OST714
OR9I3P,OR9I3P
OR9I2P,OR9I2P
OR9G3P,OR9G3P
OR9G2P,OR9G6
OR9G2P,OR9G2P
OR8R1P,OR8R1P
OR8Q1P,OR8Q1P
OR8L1P,OR11-115
OR8L1P,OR8L1P
OR8K4P,OR8K4P
OR8J3,OR11-173
OR8J3,OR8J3
OR8J2,OR8J2P
OR8J2,OR8J2
OR7E128P,OR7E128P
OR7E126P,OR11-1
OR7E126P,hg500
OR7E126P,OR7E126P
OR5W1P,OR11-144
OR5W1P,OR5W1P
OR5P4P,OST730
OR5P4P,OR5P4P
OR5M13P,OR5M13P
OR5M12P,OR5M12P
OR5G5P,OR5G5P
OR5G4P,OR5G4P
OR5G3,OR5G3P
OR5G3,OR5G6P
OR5G3,OR5G3
OR5F2P,OR5F2P
OR5D17P,OR5D17P
OR5D15P,OR5D15P
OR5BR1P,OR5BR1P
OR5BQ1P,OR5BQ2P
OR5BQ1P,OR5BQ1P
OR5BP1P,OR5BP1P
OR5BN1P,OR11-161
OR5BN1P,OR5BN1P
OR5BL1P,OR5BL1P
OR5BE1P,OR5BE1P
OR5BC1P,OR5BC1P
OR5BB1P,OR5BB1P
OR5BA1P,OR5BA1P
OR5B19P,OR5B19P
OR5B15P,OR5B15P
OR5AQ1P,OR11-165
OR5AQ1P,OR5AQ1P
OR5AP1P,OR5AP1P
OR5AN2P,OR5AN2P
OR5AM1P,OR5AM1P
OR5AK3P,OR5AK3
OR5AK3P,OR5AK3P
OR5AK1P,OR5AK5P
OR5AK1P,OR5AK1P
OR56A7P,OR56A7P
OR52Y1P,OR52Y2P
OR52Y1P,OR52Y1P
OR52V1P,OR52V1P
OR52U1P,OR52U1P
OR52T1P,OR52T1P
OR52Q1P,OR52Q1P
OR52P1P,OR11-66
OR52P1P,OR52P1
OR52P1P,OR52P1P
OR52N3P,OR11-60
OR52N3P,OR52N3P
OR52H2P,OR52H2P
OR52E7P,OR52E7P
OR52B5P,OR52B5P
OR52B1P,PJCG4
OR52B1P,OR52B1P
OR51K1P,OR51K1P
OR51G2,OR11-28
OR51G2,OR51G2
OR51E2,HPRAJ
OR51E2,OR51E3P
OR51E2,OR52A2
OR51E2,PSGR
OR51E2,OR51E2
OR51A10P,OR51A11P
OR51A10P,OR51A13
OR51A10P,OR51A10P
OR4R3P,OR4R3P
OR4R2P,OR4R2P
OR4P4,OR4P3P
OR4P4,OR4P4
OR4D7P,OST724
OR4D7P,OR4D7P
OR4C15,OR11-127
OR4C15,OR11-134
OR4C15,OR4C15
OR4C14P,OR4C14P
OR4A8,OR4A8P
OR4A8,OR4A8
OR4A7P,OR4A7P
OR4A5,OR11-111
OR4A5,OR4A5
OR4A3P,OR4A3P
OR4A21P,OR4A21P
OR4A19P,OR4A19P
OR4A18P,OR4A18P
OR4A16,OR11-117
OR4A16,OR4A16Q
OR4A16,OR4A16
OR4A15,OR11-118
OR4A15,OR4A15
OR4A14P,OR4A14P
OR4A13P,OR4A13P
OR4A12P,OR4A12P
OR2AH1P,OR2AH1P
OR10Y1P,OR10Y1P
OR10W1,OR10W1P
OR10W1,OR10W1Q
OR10W1,OR11-236
OR10W1,UNQ6469
OR10W1,OR10W1
OR10V3P,OR10V3P
OR10V2P,OR10V2P
OR10Q2P,OR10Q2P
OR7M1P,OR7M1P
OR7E115P,OR10-2
OR7E115P,OST704
OR7E115P,OR7E115P
OR7E110P,OR7E68P
OR7E110P,OR7E71P
OR7E110P,OR7E72P
OR7E110P,OR7E73P
OR7E110P,OR7E74P
OR7E110P,OR7E75P
OR7E110P,OR912-108
OR7E110P,OR912-109
OR7E110P,OR912-110
OR7E110P,OR912-46
OR7E110P,hg523
OR7E110P,hg674
OR7E110P,OR7E110P
OR6L2P,OR6L2P
OR7E116P,OR7E112P
OR7E116P,OST733
OR7E116P,OR7E116P
OR7E108P,OST726
OR7E108P,OR7E108P
OR2AM1P,OR37E
OR2AM1P,OR2AM1P
OR13C7,OR13C7P
OR13C7,OR37C
OR13C7,OST706
OR13C7,OR13C7
OR9P1P,OR9P2P
OR9P1P,OR9P1P
OR9N1P,OR9N1P
OR4F7P,OR4F10
OR4F7P,OR4F7P
OR2AE1,OR2AE2
OR2AE1,OR2AE1
OR4F16,OR1-1
OR4F16,OR7-21
OR4F16,OR4F16
OR2W6P,OR2W7P
OR2W6P,OR2W6P
OR2W4P,OR2W4P
OR7E99P,OR7E99P
OR5M14P,OR5M15P
OR5M14P,OR5M14P
OR7E122P,OST719
OR7E122P,OR7E122P
OR7E100P,OR7E135P
OR7E100P,OR7E100P
OR5AC1,OR5AC1P
OR5AC1,OR5AC1
OR4G6P,OR11-302
OR4G6P,OR4G6P
OR9H1P,UNQ9373
OR9H1P,OR9H1P
OR6R1P,OR6R1P
OR6N2,OR1-23
OR6N2,OR6N2
OR6K2,OR1-17
OR6K2,OR6K2
OR6K1P,OR6K1P
OR2T7,OR2T7P
OR2T7,OST723
OR2T7,OR2T7
OR2L9P,OR2L9P
OR2L6P,OR2L6P
OR2L5,OR2L11
OR2L5,OR2L5P
OR2L5,OR2L5
OR2G3,OR1-33
OR2G3,OR2G3
OR2G2,OR1-32
OR2G2,OR2G2
OR2C3,OR2C4
OR2C3,OR2C5P
OR2C3,OST742
OR2C3,OR2C3
OR2AS1P,OR2AS1P
OR2AQ1P,OR2AQ1P
OR11I1P,OR11I2P
OR11I1P,OR11I1P
OR10AE1P,OR10AE2P
OR10AE1P,OR10AE1P
OR10AA1P,OR10AA1P
POLR2M,GCOM1
POLR2M,GRINL1A
POLR2M,Gdown
POLR2M,Gdown1
POLR2M,POLR2M
PTDSS2,PSS2
PTDSS2,PTDSS2
GPR63,PSP24(beta)
GPR63,PSP24B
GPR63,GPR63
RSPH6A,RSHL1
RSPH6A,RSP4
RSPH6A,RSP6
RSPH6A,RSPH4B
RSPH6A,RSPH6A
SYNC,SYNC1
SYNC,SYNCOILIN
SYNC,SYNC
CFHR5,CFHL5
CFHR5,CFHR5D
CFHR5,FHR-5
CFHR5,FHR5
CFHR5,CFHR5
DCSTAMP,FIND
DCSTAMP,TM7SF4
DCSTAMP,hDC-STAMP
DCSTAMP,DCSTAMP
HM13,H13
HM13,IMP1
HM13,IMPAS
HM13,IMPAS-1
HM13,MSTP086
HM13,PSENL3
HM13,PSL3
HM13,SPP
HM13,SPPL1
HM13,HM13
MOB2,HCCA2
MOB2,MOB2
ITFG1,2310047C21Rik
ITFG1,CDA08
ITFG1,LNKN-1
ITFG1,TIP
ITFG1,ITFG1
SGPP1,SPP-1
SGPP1,SPPase1
SGPP1,SGPP1
SLC38A1,ATA1
SLC38A1,"NAT2"
SLC38A1,SAT1
SLC38A1,SNAT1
SLC38A1,SLC38A1
TMX1,PDIA11
TMX1,TMX
TMX1,TXNDC
TMX1,TXNDC1
TMX1,TMX1
LRRC3,C21orf102
LRRC3,C21orf30
LRRC3,LRRC3DN
LRRC3,LRRC3
GDPD5,GDE2
GDPD5,PP1665
GDPD5,GDPD5
FBXO38,Fbx38
FBXO38,HMN2D
FBXO38,MOKA
FBXO38,SP329
FBXO38,FBXO38
TDRD3,TDRD3
STMN4,RB3
STMN4,STMN4
VOPP1,ECOP
VOPP1,GASP
VOPP1,WBP1L2
VOPP1,VOPP1
CYRIA,CYRI-A
CYRIA,FAM49A
CYRIA,CYRIA
RCC1L,WBSCR16
RCC1L,RCC1L
YIPF5,FinGER5
YIPF5,MEDS2
YIPF5,SB140
YIPF5,SMAP-5
YIPF5,SMAP5
YIPF5,YIP1A
YIPF5,YIPF5
INTS14,C15orf44
INTS14,VWA9
INTS14,INTS14
MAGED4B,MAGED4B
FAM117A,FAM117A
TRIM11,BIA1
TRIM11,RNF92
TRIM11,TRIM11
LMAN2L,MRT52
LMAN2L,VIPL
LMAN2L,LMAN2L
C1orf21,PIG13
C1orf21,C1orf21
NDEL1,EOPA
NDEL1,MITAP1
NDEL1,NDE1L1
NDEL1,NDE2
NDEL1,NUDEL
NDEL1,NDEL1
CSRNP2,C12orf2
CSRNP2,C12orf22
CSRNP2,FAM130A1
CSRNP2,PPP1R72
CSRNP2,TAIP-12
CSRNP2,CSRNP2
TXNDC5,ENDOPDI
TXNDC5,ERP46
TXNDC5,HCC-2
TXNDC5,HCC2
TXNDC5,PDIA15
TXNDC5,STRF8
TXNDC5,UNQ364
TXNDC5,TXNDC5
ACTL8,CT57
ACTL8,ACTL8
CLPB,ANKCLB
CLPB,HSP78
CLPB,MEGCANN
CLPB,MGCA7
CLPB,SKD3
CLPB,CLPB
MIR600HG,C9orf45
MIR600HG,GL012
MIR600HG,NCRNA00287
MIR600HG,MIR600HG
PDRG1,C20orf126
PDRG1,PDRG
PDRG1,PDRG1
ANKRD13C,dJ677H15.3
ANKRD13C,ANKRD13C
APOLD1,VERGE
APOLD1,APOLD1
YJU2B,CCDC130
YJU2B,YJU2B
GFOD2,GFOD2
COL21A1,COLA1L
COL21A1,FP633
COL21A1,COL21A1
PLA2G12A,GXII
PLA2G12A,PLA2G12
PLA2G12A,ROSSY
PLA2G12A,PLA2G12A
CDADC1,NYD-SP15
CDADC1,bA103J18.1
CDADC1,CDADC1
TRIM8,FSGSNEDS
TRIM8,GERP
TRIM8,RNF27
TRIM8,TRIM8
URM1,C9orf74
URM1,URM1
LBH,LBH
NECTIN4,EDSS1
NECTIN4,LNIR
NECTIN4,PRR4
NECTIN4,PVRL4
NECTIN4,nectin-4
NECTIN4,NECTIN4
FIP1L1,FIP1
FIP1L1,Rhe
FIP1L1,hFip1
FIP1L1,FIP1L1
SNX27,MRT1
SNX27,MY014
SNX27,SNX27
FAM83D,C20orf129
FAM83D,CHICA
FAM83D,dJ616B8.3
FAM83D,FAM83D
ANP32E,LANP-L
ANP32E,LANPL
ANP32E,ANP32E
NIPA2,SLC57A2
NIPA2,NIPA2
TMEM163,DC29
TMEM163,SV31
TMEM163,TMEM163
ACSBG2,BGR
ACSBG2,BRGL
ACSBG2,PRTD-NY3
ACSBG2,PRTDNY3
ACSBG2,ACSBG2
CAB39L,MO25-BETA
CAB39L,MO2L
CAB39L,bA103J18.3
CAB39L,CAB39L
ITM2C,BRI3
ITM2C,BRICD2C
ITM2C,E25
ITM2C,E25C
ITM2C,ITM3
ITM2C,ITM2C
TSPAN14,DC-TM4F2
TSPAN14,TM4SF14
TSPAN14,tspan-14
TSPAN14,TSPAN14
CDT1,DUP
CDT1,RIS2
CDT1,CDT1
KAZALD1,BONO1
KAZALD1,FKSG28
KAZALD1,FKSG40
KAZALD1,IGFBP-rP10
KAZALD1,KAZALD1
UNC93B1,IIAE1
UNC93B1,UNC93
UNC93B1,UNC93B
UNC93B1,Unc-93B1
UNC93B1,UNC93B1
DEFB126,C20orf8
DEFB126,DEFB-26
DEFB126,DEFB26
DEFB126,HBD26
DEFB126,bA530N10.1
DEFB126,hBD-26
DEFB126,DEFB126
DIAPH3,AN
DIAPH3,AUNA1
DIAPH3,DIA2
DIAPH3,DRF3
DIAPH3,NSDAN
DIAPH3,diap3
DIAPH3,mDia2
DIAPH3,DIAPH3
SHCBP1L,C1orf14
SHCBP1L,GE36
SHCBP1L,SHCBP1L
TRMT1L,C1orf25
TRMT1L,MST070
TRMT1L,MSTP070
TRMT1L,TRM1L
TRMT1L,bG120K12.3
TRMT1L,TRMT1L
TSC22D4,THG-1
TSC22D4,THG1
TSC22D4,TILZ2
TSC22D4,TSC22D4
TSSK3,SPOGA3
TSSK3,STK22C
TSSK3,STK22D
TSSK3,TSK3
TSSK3,TSSK3
MAP1LC3B,ATG8F
MAP1LC3B,LC3B
MAP1LC3B,MAP1A/1BLC3
MAP1LC3B,MAP1LC3B-a
MAP1LC3B,MAP1LC3B
CCNL2,ANIA-6B
CCNL2,CCNM
CCNL2,CCNS
CCNL2,HCLA-ISO
CCNL2,HLA-ISO
CCNL2,PCEE
CCNL2,SB138
CCNL2,CCNL2
VMP1,EPG3
VMP1,TANGO5
VMP1,TMEM49
VMP1,VMP1
C6orf62,Nbla00237
C6orf62,XTP12
C6orf62,dJ30M3.2
C6orf62,C6orf62
ISCA1,HBLD2
ISCA1,ISA1
ISCA1,MMDS5
ISCA1,hIscA
ISCA1,ISCA1
REXO5,NEF-sp
REXO5,REXO5
AMN,IGS2
AMN,PRO1028
AMN,amnionless
AMN,AMN
OR2W2P,hs6M1-30P
OR2W2P,OR2W2P
OR2B7P,hs6M1-31P
OR2B7P,OR2B7P
OR5V1,6M1-21
OR5V1,hs6M1-21
OR5V1,OR5V1
OR2B2,OR2B2Q
OR2B2,OR2B9
OR2B2,OR6-1
OR2B2,dJ193B12.4
OR2B2,hs6M1-10
OR2B2,OR2B2
LINC00597,C15orf5
LINC00597,LINC00597
DOCK8,HEL-205
DOCK8,MRD2
DOCK8,ZIR8
DOCK8,DOCK8
PPP1R14C,CPI17-like
PPP1R14C,KEPI
PPP1R14C,NY-BR-81
PPP1R14C,PPP1R14C
TRIM7,GNIP
TRIM7,RNF90
TRIM7,TRIM7
NUAK2,ANPH2
NUAK2,SNARK
NUAK2,NUAK2
TIGD6,TIGD6
RNF170,ADSA
RNF170,SNAX1
RNF170,RNF170
ADAMTS12,PRO4389
ADAMTS12,ADAMTS12
TLR10,CD290
TLR10,TLR10
ADAMTS10,ADAM-TS10
ADAMTS10,ADAMTS-10
ADAMTS10,WMS
ADAMTS10,WMS1
ADAMTS10,ADAMTS10
SLCO5A1,OATP-J
SLCO5A1,OATP-RP4
SLCO5A1,OATP5A1
SLCO5A1,OATPJ
SLCO5A1,OATPRP4
SLCO5A1,SLC21A15
SLCO5A1,SLCO5A1
OR12D3,hs6M1-27
OR12D3,OR12D3
NETO2,BTCL2
NETO2,NEOT2
NETO2,NETO2
NETO1,BCTL1
NETO1,BTCL1
NETO1,NETO1
SPACA1,SAMP32
SPACA1,SPACA1
VANGL1,KITENIN
VANGL1,LPP2
VANGL1,STB2
VANGL1,STBM2
VANGL1,VANGL1
TRIM56,RNF109
TRIM56,TRIM56
SBF2,CMT4B2
SBF2,DENND7B
SBF2,MTMR13
SBF2,SBF2
RNF146,RNF146
SPRY4,HH17
SPRY4,SPRY4
ST6GALNAC5,SIAT7-E
ST6GALNAC5,SIAT7E
ST6GALNAC5,ST6GalNAcV
ST6GALNAC5,ST6GALNAC5
KRTAP1-3,KAP1.2
KRTAP1-3,KAP1.3
KRTAP1-3,KAP1.6
KRTAP1-3,KAP1.8A
KRTAP1-3,KAP1.8B
KRTAP1-3,KAP1.9
KRTAP1-3,KRTAP1.3
KRTAP1-3,KRTAP1-3
KRTAP1-1,HB2A
KRTAP1-1,KAP1.1
KRTAP1-1,KAP1.1A
KRTAP1-1,KAP1.1B
KRTAP1-1,KAP1.6
KRTAP1-1,KAP1.7
KRTAP1-1,KRTAP1.1
KRTAP1-1,KRTAP1A
KRTAP1-1,hKAP1.7
KRTAP1-1,KRTAP1-1
TMEM14B,TMEM14B
ZNF205-AS1,ZNF205-AS1
SFXN3,BA108L7.2
SFXN3,SFX3
SFXN3,SLC56A3
SFXN3,SFXN3
ZNF611,ZNF611
MED25,ACID1
MED25,ARC92
MED25,BVSYS
MED25,CMT2B2
MED25,P78
MED25,PTOV2
MED25,TCBAP0758
MED25,MED25
SHARPIN,SIPL1
SHARPIN,SHARPIN
LPRS,LPRS1
LPRS,LPRS
CTPL1,CAAR
CTPL1,CTPL1
EVR3,EVR3
BFIC2,BFIC2
NDIC,NDIC
KRTAP9-9,KAP9.5
KRTAP9-9,KAP9.9
KRTAP9-9,KRTAP9-5
KRTAP9-9,KRTAP9.9
KRTAP9-9,KRTAP9-9
KRTAP4-6,KAP4.15
KRTAP4-6,KAP4.6
KRTAP4-6,KRTAP4-15
KRTAP4-6,KRTAP4.15
KRTAP4-6,KRTAP4-6
KRTAP2-1,KAP2.1A
KRTAP2-1,KRTAP2.1A
KRTAP2-1,KRTAP2-1
ARPC5L,ARC16-2
ARPC5L,ARPC5L
ISG20L2,HSD38
ISG20L2,ISG20L2
RAB1B,RAB1B
LAS1L,Las1
LAS1L,Las1-like
LAS1L,MRXSWTS
LAS1L,WTS
LAS1L,dJ475B7.2
LAS1L,LAS1L
HYI,HT036
HYI,HYI
FAHD1,C16orf36
FAHD1,YISKL
FAHD1,FAHD1
QTRT1,FP3235
QTRT1,TGT
QTRT1,TGUT
QTRT1,QTRT1
SLIRP,C14orf156
SLIRP,DC50
SLIRP,PD04872
SLIRP,SLIRP
SLC7A5P1,DC49
SLC7A5P1,LAT1-3TM
SLC7A5P1,MLAS
SLC7A5P1,hLAT1-3TM
SLC7A5P1,SLC7A5P1
SLC25A28,MFRN2
SLC25A28,MRS3/4
SLC25A28,MRS4L
SLC25A28,NPD016
SLC25A28,SLC25A28
ABHD17A,C19orf27
ABHD17A,FAM108A1
ABHD17A,ABHD17A
CABLES2,C20orf150
CABLES2,dJ908M14.2
CABLES2,ik3-2
CABLES2,CABLES2
SEH1L,SEC13L
SEH1L,SEH1A
SEH1L,SEH1B
SEH1L,Seh1
SEH1L,SEH1L
KIF18A,MS-KIF18A
KIF18A,PPP1R99
KIF18A,KIF18A
ZNF93,HPF34
ZNF93,HTF34
ZNF93,TF34
ZNF93,ZNF505
ZNF93,ZNF93
HDHD3,2810435D12Rik
HDHD3,C9orf158
HDHD3,HDHD3
COX17P1,COX17P
COX17P1,COX17P1
PKP2P1,PKP2P1
PCDH11Y,PCDH-PC
PCDH11Y,PCDH22
PCDH11Y,PCDHX
PCDH11Y,PCDHY
PCDH11Y,PCDH11Y
PITPNM3,ACKR6
PITPNM3,CORD5
PITPNM3,NIR1
PITPNM3,RDGBA3
PITPNM3,PITPNM3
ELOVL3,CIG-30
ELOVL3,CIG30
ELOVL3,ELOVL3
FCRL5,BXMAS1
FCRL5,CD307
FCRL5,CD307e
FCRL5,FCRH5
FCRL5,IRTA2
FCRL5,PRO820
FCRL5,FCRL5
FCRL4,CD307d
FCRL4,FCRH4
FCRL4,IGFP2
FCRL4,IRTA1
FCRL4,FCRL4
TCF7L1,TCF-3
TCF7L1,TCF3
TCF7L1,TCF7L1
ADPGK,2610017G09Rik
ADPGK,ADP-GK
ADPGK,ADPGK
SH3BGRL3,HEL-S-297
SH3BGRL3,SH3BP-1
SH3BGRL3,TIP-B1
SH3BGRL3,SH3BGRL3
SF3B5,SF3b10
SF3B5,Ysf3
SF3B5,SF3B5
INO80B,HMGA1L4
INO80B,HMGIYL4
INO80B,IES2
INO80B,PAP-1BP
INO80B,PAPA-1
INO80B,PAPA1
INO80B,ZNHIT4
INO80B,hIes2
INO80B,INO80B
GSG1,GSG1
CCDC70,CCDC70
SLC25A31,AAC4
SLC25A31,ANT 4
SLC25A31,ANT4
SLC25A31,SFEC35kDa
SLC25A31,SLC25A31
PUS7L,PUS7L
PMFBP1,SPGF31
PMFBP1,STAP
PMFBP1,PMFBP1
DRC3,CFAP134
DRC3,LRRC48
DRC3,DRC3
ABHD11,PP1226
ABHD11,WBSCR21
ABHD11,ABHD11
RAB33B,SMC2
RAB33B,RAB33B
EMC6,RAB5IFL
EMC6,TMEM93
EMC6,EMC6
CDCA3,GRCC8
CDCA3,TOME-1
CDCA3,TOME1
CDCA3,CDCA3
MXD3,BHLHC13
MXD3,MAD3
MXD3,MYX
MXD3,MXD3
